customer_unique_id,alternative_customer_id
0000366f3b9a7992bf8c76cfdf3221e2,0
0000b849f77a49e4a4ce2b2a4ca5be3f,1
0000f46a3911fa3c0805444483337064,2
0000f6ccb0745a6a4b88665a16c9f078,3
0004aac84e0df4da2b147fca70cf8255,4
0004bd2a26a76fe21f786e4fbd80607f,5
00050ab1314c0e55a6ca13cf7181fecf,6
00053a61a98854899e70ed204dd4bafe,7
0005e1862207bf6ccc02e4228effd9a0,8
0005ef4cd20d2893f0d9fbd94d3c0d97,9
0006fdc98a402fceb4eb0ee528f6a8d4,10
00082cbe03e478190aadbea78542e933,11
00090324bbad0e9342388303bb71ba0a,12
000949456b182f53c18b68d6babc79c1,13
000a5ad9c4601d2bbdd9ed765d5213b3,14
000bfa1d2f1a41876493be685390d6d3,15
000c8bdb58a29e7115cfc257230fb21b,16
000d460961d6dbfa3ec6c9f5805769e1,17
000de6019bb59f34c099a907c151d855,18
000e309254ab1fc5ba99dd469d36bdb4,19
000ec5bff359e1c0ad76a81a45cb598f,20
000ed48ceeb6f4bf8ad021a10a3c7b43,21
000fbf0473c10fc1ab6f8d2d286ce20c,22
0010a452c6d13139e50b57f19f52e04e,23
0010fb34b966d44409382af9e8fd5b77,24
001147e649a7b1afd577e873841632dd,25
00115fc7123b5310cf6d3a3aa932699e,26
0011805441c0d1b68b48002f1d005526,27
0011857aff0e5871ce5eb429f21cdaf5,28
0011c98589159d6149979563c504cb21,29
0012929d977a8d7280bb277c1e5f589d,30
0014a5a58da615f7b01a4f5e194bf5ea,31
0015752e079902b12cd00b9b7596276b,32
00172711b30d52eea8b313a7f2cced02,33
00191a9719ef48ebb5860b130347bf33,34
001926cef41060fae572e2e7b30bd2a4,35
001928b561575b2821c92254a2327d06,36
00196c4c9a3af7dd2ad10eade69c926f,37
00196fdb2bf9edfc35e88ebfbcf8d781,38
0019da6aa6bcb27cc32f1249bd12da05,39
0019e8c501c85848ac0966d45226fa1d,40
001a2bf0e46c684031af91fb2bce149d,41
001a34eb30ecb8e3aacb07c475ca4dd1,42
001a3a8e11d76c9a366c31a4aa2cc529,43
001ae44fa04911a9e9577356dce6c63c,44
001ae5a1788703d64536c30362503e49,45
001deb796b28a3a128d6113857569aa4,46
001f3c4211216384d5fe59b041ce1461,47
002043098f10ba39a4600b6c52fbfe3c,48
002311514717ca8b65b09a26cdf7b91a,49
0023557a94bef0038066b5d1b3dc763e,50
002471155ecd08d208d1376720e2a907,51
00256bf7b05c08f6a5849df3d0a64f1f,52
0025795df7a7d077c4c90162fa820085,53
0027324a96d26a2bc7d69262f83c8403,54
0028a7d8db7b0247652509358ad8d755,55
0028cfeb9dfcd3628a56d5b6400deef5,56
00293787e2aec37a9c253b63fdfe2049,57
0029bd580d3012618731f5abb174a07f,58
002aba8c1af80acacef6e011f9f23262,59
002ae492472e45ad6ebeb7a625409392,60
002b4cd83fabaffaa475f78ea5ef3e08,61
002bdeb33da5b1b3ce8b9c822f749c82,62
002cdf87d4c03f08f7eb4551a923affc,63
002d3bd901608f67c3fc11eaaa842b13,64
002d71b244beb91ca7030b15ab526446,65
002da6dde369f6a8b4c999ed61eb5a87,66
002eb8b96288f3804e21d2777ac29895,67
002ed12115742033f015cb3c269ccf68,68
002ef00822613c94613e60e03b169fef,69
002feefec5af0a3b26ee7839c66d205e,70
003035f5ec76f2220098377482de93c9,71
003162bf0351f47a1a247992b8b9b42d,72
00324c9f4d710e7bac5c5ba679714430,73
0032c76b20340da25249092a268ce66c,74
0032ca69771a7758ce643258bb9e4ac7,75
0033f4a2887e07e25aa1204d482f41ba,76
00344274804f3b8003de1b0562ae01df,77
0034c76b7e6a17d738375b99afc2f01e,78
0035029989e6fc5cf030918a5f9f2037,79
003650b504826ea534e02eba0ab58dd5,80
0036a074f98b80c4f1fc33dbbcf9c552,81
0036b4a3d09ad551a5188c2e374da402,82
0036d365b138cc0ee06bed755bcb5044,83
00370dfde3d012c420d29657afc2fc8b,84
00377a18050b898b93e2c774be9947db,85
0037aa56b017c105c3a9d47af71fff98,86
0037d2bbb9ebc39d9114aea27ee16d72,87
0037eb1ff742ee2e71ba887f65f3c6f3,88
003800162424b7b5b3d75c9cf22a66e7,89
00391594070baf8603f5fdc1d0c6a48c,90
003a5571a07dcf09bf117d13d2980ba3,91
003a7a8eb096ed3cbf713d2def1ca701,92
003ac9408252444b489b1bfc013f5f8c,93
003ae409f37c3c30cb1c974af3a42692,94
003c2067070f5b3d923235b1ea1cc17b,95
003c457932a554e4df13834237b1ed00,96
003d56767e53e08671de00da3fba8d40,97
003db7adfcdc49857b095a50191b6c9d,98
003e28cb6fab8a0901bff9229612375f,99
003e2af81ea3c72fbdd093f07724a4de,100
003f4901fdb60ae9c1e2538b84c208e1,101
003fb95e849e71e732629d94bb92762f,102
003fee4ca17927283128c7ddc6f9311b,103
004177f7bf62929186b32c7fdaa6157b,104
004256f082951ec189a4962b6788c214,105
004288347e5e88a27ded2bb23747066c,106
0042dcca0ae57aaec6e808edc31a2d48,107
0042dfa8925d6eb23e471ec350454f04,108
0043d65f8039b4a4d43bc7b0f450ac2c,109
00444f48f6c9b55657e49435ce3a97ca,110
00446a03d7a34d191507c9e42870d0a5,111
004493e0b0a37317d25665d340c0677d,112
0045e9ad4d6c85d2323a7ab374b76183,113
0046311f458d8041b00063cb99482903,114
0047f3e16441284d757a8963344f6c59,115
0048706e497cfba0b689e1e3497bc99e,116
0048a779a98a7848514096ff04046079,117
0049a16516d38fc2246696172a257f16,118
0049dadc30da6a277c1e9d371df5a66f,119
0049db44bfd6cee26ac9c649329ff6ea,120
0049ec2d7a5818d0e4b3f4735cec2458,121
004a432489f6630c6dfd3fc4454603f5,122
004b45ec5c64187465168251cd1c9c2f,123
004b9b1634b7becda8eec4e96bced882,124
004d17fa2cb102a7c4817f040c884e59,125
004df63539fd5e38d4b0a0506de7549c,126
004ed862ea4e55f18868d3d782d10879,127
004f84d065096f3cedd26cf0adc80b9d,128
00504b68faa074d0f40adcb4f7727f71,129
0050dcff37f8b9ff611d245e30572b46,130
00522457bba00bba576a34fd9b4808fd,131
005226be8d5b972d0f72b4e8a79f322b,132
00539155ce68fbe677934aebdb17e09b,133
00543330561a9088f8b3879114a7b008,134
0055b522bc89cbfbf376d8b59a628470,135
0055bbb9c95f6acb8db89d1f6c316407,136
0056c2dd794a5eede6164dcae635875a,137
0056f26cb8f20916c3baa0e39fc30709,138
005754cb59f8ee5cdbb5cda9d138757e,139
00575b2023dedcc0f3e81a938834689b,140
0057f64bff87f4698b4cbd338d62a2a8,141
0058e7db269cc11558913b42beb115d0,142
0058f300f57d7b93c477a131a59b36c3,143
0059acd36094bf670ec8b21be6c0044c,144
005d8faa4cf789cf52fb880a8569880a,145
005e32bc930906dc6b65fb9d11cce3e2,146
005ee3e015ec18092d7782e507cf68fe,147
005f060d4223956c62b64e9567a36f0f,148
005f4b46e70bbd3295a38e2fd28d6566,149
005f6fa02633470267dcd1e3ecd0fa79,150
005ff4ebe100db3eebbe6f7b19a8f99a,151
006031108b00e5f73b2426a50b50f9c0,152
00605a8897ed9ad73b5c93bebad2541a,153
00626f29f9b57d3ef7c1739ff03e944e,154
0062adafa3846d9f372d8f1bde591b24,155
0063817060d662048ed08bccecaf45d5,156
0064a1b5f5cddd047c987b988a90c8c1,157
0064c96f536ac6250275482221834154,158
00651d97d964127ccfc0e2e55464876d,159
0065f6fb341f013a95a8e11cdc98d07a,160
0065f7795a38381973a373c8b4939679,161
0066b328e72fd82fd7420bf849c0e8b4,162
0067d2652c12515146721538868bbd80,163
0068bd2e9e76c018846dbc6e2bec5ac5,164
006a8c1784d622ebe06bab57e72ee045,165
006ab6f5e82340e927757563a9fbe7e4,166
006b297ed73773b17d8874a2eb4466e8,167
006bbb235068a01d2e3e47fa09ccf53c,168
006c10bfead12ac8d90486fb4ce4e603,169
006d763076d74d16d66e828e79ec1544,170
006e937bd5a5e32043018a6d1521b5d5,171
006ec5b170182812131c7d9b219c036f,172
006f2f20cf0cd723624b99d0e8e40d0c,173
00704e915ae0d4a236eace0267454cf9,174
00705dcbc0b9cad67abd658612770905,175
00720f160ff500d3605a1bf403eb62d9,176
00728bae3dec9c16b2193ab7e3195eb7,177
00737247e3dc1942da2c527ef3bd2709,178
0074a1d3f1995ff0538dc7197500973c,179
00762eafc5dac5fc1574f91e9b7c9b67,180
007658319c060f337577e8a1834d5df5,181
00765d375af0e700f61c57db00a8ee63,182
0076a71311bb2386a353f5ba87d2aa29,183
00776f3807b128beca64cd0b27138d92,184
0077ba3f829303a1dce98552495c91a1,185
0077dc76aaf02323f03bce9b00878253,186
0078108af1d2dc4b1601c744ca581b4f,187
0078bb0f0d23e922d08437b7d0e13907,188
007953b3182d5ccc9189a694f5c68163,189
00797f371bc0f6adb4d267be541a92da,190
0079b50e9f77c1148b472818f92eaebc,191
0079b7407a428543a7f178cc09164035,192
007a2fab7046647dad04fe7d08c57820,193
007ad549acb91673f04eac22c0568114,194
007b8307b6448f0425ff2001f00c1bdb,195
007ba48697b079e78f168b051462dd1b,196
007d9f716ead2bc8712255271a38f609,197
007e21b7a007c8f8dadfa43c9d5a91db,198
0083e758383b3deb6c6dac1b0b431ac0,199
00842c7d0cedb9e1edad8e9b7d148f09,200
0085139b503668b3addcfe826d91be8d,201
0085d749fc64f766ece1729464f8039a,202
008778a1591d49f6b2464dffaa4fa662,203
0087c31081ea8d160baa06bf4ad4d76f,204
0087eede471173af78d789df249c3a45,205
008b06aba4b5f5b5b94f525ccf520624,206
008b82b072c6b564fcce49a325f84097,207
008ca52811784a181c8c88e8d66b49db,208
008d17333e414049279c7822dfd5f019,209
008ea5bdd1a99fb584cce7739349da75,210
008f3d5f45a11059239a5c452cd00006,211
